col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16
14,0,1,0,1,0,0,1,46,45,36,47,42,92,2,0
94,0,0,1,0,1,0,1,59,63,49,65,62,54,1,0
62,0,0,0,0,0,0,1,54,57,61,57,51,56,3,0
36,1,0,1,0,1,0,0,39,54,49,55,56,34,3,950
55,0,0,1,0,1,0,1,66,66,60,59,65,43,2,0
36,1,0,1,0,1,0,0,66,63,34,50,60,45,2,910
39,0,0,1,1,0,0,0,42,51,53,47,51,46,1,0
90,1,1,0,1,0,1,1,44,48,51,41,51,44,2,670
53,1,0,0,0,0,0,0,57,55,50,54,55,45,3,910
47,0,0,0,0,0,0,0,49,48,37,57,60,50,4,0
78,0,1,0,0,1,0,1,54,63,61,60,64,63,5,0
23,0,1,0,1,0,0,1,45,49,55,51,51,49,3,0
5,0,0,0,1,0,1,0,32,42,32,28,35,22,1,0
91,0,0,0,0,0,0,0,61,66,49,59,65,52,3,0
99,1,0,0,0,1,2,0,51,36,63,57,65,51,4,870
36,0,0,1,0,1,0,1,42,45,45,55,49,56,4,0
30,0,1,0,1,0,0,0,51,54,42,37,55,54,3,0
43,0,1,0,1,0,0,0,32,31,33,47,31,51,1,0
52,0,0,0,0,0,0,1,54,44,51,59,62,59,2,0
42,0,1,0,1,0,0,0,54,34,38,58,49,60,0,0
9,0,0,1,0,0,0,0,51,51,46,53,56,67,1,0
40,1,0,0,0,1,0,0,49,45,41,41,53,41,3,700
79,0,0,1,1,0,0,0,64,63,52,57,62,52,1,0
82,0,0,1,0,0,0,0,54,57,53,56,62,66,4,0
41,0,0,1,0,0,0,0,59,56,44,54,59,45,2,0
57,0,0,0,0,1,0,1,59,57,65,56,56,60,2,0
73,1,0,1,0,1,0,1,54,60,41,58,56,49,1,1020
66,0,0,1,1,0,0,0,56,63,57,49,58,63,4,0
22,0,1,0,1,0,2,1,37,41,50,37,35,43,11,0
76,0,0,0,0,0,0,0,48,56,63,57,64,60,0,0
82,0,0,0,0,0,0,0,61,54,57,63,67,59,0,0
52,1,0,1,0,1,0,0,46,57,45,40,58,53,4,880
77,0,0,1,0,0,0,1,51,46,59,58,60,49,1,0
58,1,1,0,1,0,0,0,61,63,53,50,64,47,2,920
75,0,0,0,0,0,0,1,59,39,57,57,51,66,5,0
82,1,0,1,0,0,1,1,42,44,44,47,59,42,0,580
72,1,1,0,1,0,1,1,42,42,52,50,48,44,6,620
22,0,1,0,0,1,0,1,42,48,64,56,46,59,3,0
80,0,0,0,0,0,0,1,46,58,44,48,50,58,1,0
31,0,1,0,0,1,1,1,46,45,49,38,39,39,1,0
80,0,0,1,0,1,0,1,32,48,39,56,56,59,3,0
34,0,0,0,1,0,0,0,59,55,36,57,46,41,2,0
19,0,0,0,1,0,0,1,46,57,60,53,48,51,2,0
99,0,0,0,0,1,0,1,66,54,65,62,67,57,0,0
10,0,0,1,0,1,0,1,37,39,46,57,46,47,4,0
92,1,0,1,0,1,3,0,61,58,55,54,64,61,2,1200
39,0,0,0,1,0,1,0,35,41,37,22,37,33,3,0
76,0,0,1,0,0,0,1,54,51,59,53,56,54,2,0
64,0,0,0,1,0,0,1,44,45,37,50,37,53,8,0
94,1,0,0,0,1,0,1,68,66,66,65,58,60,2,1000
78,0,1,0,1,0,0,1,32,45,41,57,40,46,4,0
94,1,0,1,0,1,0,1,66,69,62,65,67,50,5,1230
48,1,0,1,1,0,0,1,54,54,41,54,54,54,1,910
42,1,0,0,0,1,0,0,64,52,44,58,58,50,2,810
26,0,0,1,0,0,0,0,42,54,66,45,49,53,0,0
60,0,1,0,1,0,2,0,33,39,39,26,42,42,2,0
96,1,0,0,0,0,0,0,52,56,65,63,65,47,1,1080
37,0,1,0,0,0,0,0,51,58,40,52,56,52,2,0
60,1,0,1,0,1,0,0,46,42,49,40,51,52,3,630
88,0,0,0,0,0,0,1,64,53,66,51,58,42,1,0
74,0,0,0,1,0,0,1,56,54,65,59,51,55,5,0
64,1,0,0,0,0,0,1,51,52,58,55,51,51,2,680
56,1,0,1,0,1,0,1,66,54,66,62,64,55,4,1080
64,1,0,1,0,1,0,1,60,57,51,60,64,65,5,1090
4,0,0,0,1,0,0,1,41,39,39,49,65,40,1,0
36,1,0,0,0,1,0,0,37,42,58,55,55,49,4,670
94,1,1,0,1,0,0,0,59,52,37,55,62,52,2,950
33,0,0,0,0,1,0,0,61,57,55,61,65,61,1,0
89,1,0,1,0,1,0,1,61,54,59,57,64,79,1,1040
56,1,0,1,0,1,0,0,68,66,48,53,65,49,1,1190
32,0,1,0,0,1,0,1,29,45,43,35,35,40,3,0
32,0,0,0,0,0,0,0,44,45,47,42,44,43,1,0
66,0,0,0,1,0,0,0,56,57,56,53,56,41,5,0
69,0,0,1,0,0,0,1,54,52,46,47,56,39,0,0
22,0,1,0,1,0,0,0,59,48,50,57,56,51,1,0
88,0,0,1,0,1,0,1,59,63,65,57,53,48,2,0
95,0,0,1,0,1,0,0,64,63,47,65,67,58,2,0
17,1,0,0,0,0,0,0,52,38,63,58,55,42,2,650
92,0,0,0,0,0,1,1,48,49,38,57,42,46,4,0
88,0,0,0,0,0,0,1,61,66,38,61,62,69,2,0
34,0,0,1,0,0,0,0,57,63,36,25,43,45,3,0
26,0,1,0,1,0,1,1,30,33,43,31,29,36,5,0
44,0,0,0,1,0,0,1,61,54,62,63,60,54,2,0
89,1,0,1,0,1,0,1,51,48,59,62,56,56,10,900
75,1,0,1,0,1,0,0,59,54,65,57,64,56,2,960
74,0,0,0,0,0,0,0,42,51,55,60,65,63,8,0
67,1,0,0,0,0,0,1,62,59,58,60,64,61,1,940
80,1,1,0,0,0,0,1,66,58,62,62,62,57,2,1000
82,1,0,1,0,1,0,1,46,63,66,58,62,64,2,1080
37,1,0,0,0,0,0,0,56,54,55,55,63,41,2,910
73,1,1,0,0,1,0,1,66,69,46,59,56,51,3,1120
82,0,0,0,0,0,0,0,64,63,47,56,56,50,1,0
28,0,0,0,1,0,1,1,34,42,33,42,37,37,6,0
57,0,0,0,1,0,0,1,57,57,65,62,54,57,4,0
2,0,1,0,1,0,0,1,37,36,40,36,37,53,8,0
30,0,0,1,0,0,0,1,47,45,65,52,55,50,6,0
89,0,1,0,0,1,2,1,46,48,37,41,48,36,12,0
97,0,0,0,0,0,0,1,56,60,65,53,58,57,1,0
98,0,0,0,1,0,0,1,44,60,55,59,67,44,3,0
75,1,0,1,0,1,0,1,61,58,48,61,56,63,1,880
60,0,0,0,0,0,0,1,51,47,66,61,55,65,2,0
58,1,0,0,0,1,0,1,58,53,53,40,57,38,1,820
41,0,0,0,1,0,0,1,29,33,53,49,46,45,3,0
34,0,0,0,1,0,0,0,46,39,41,49,40,50,2,0
48,0,0,0,0,1,0,1,49,51,38,53,40,53,3,0
55,0,0,1,0,1,0,1,51,54,44,59,42,50,1,0
66,1,0,1,0,1,0,1,60,55,57,52,57,47,2,860
31,0,0,1,0,1,0,0,56,48,49,52,64,49,3,0
30,1,0,1,0,1,0,0,52,61,42,57,55,48,1,730
63,0,1,0,0,0,0,0,56,40,40,59,42,49,6,0
97,1,0,1,0,1,0,0,66,63,62,63,67,55,3,1390
47,0,0,0,0,1,0,1,46,51,47,61,62,62,0,0
93,1,0,1,0,1,0,0,66,72,64,63,65,52,1,1370
92,0,0,0,0,0,0,1,54,66,48,61,58,54,2,0
25,0,0,0,1,0,0,0,44,44,45,55,44,50,6,0
76,1,1,0,0,0,1,1,54,46,66,40,38,58,10,620
86,1,0,1,0,1,0,0,57,55,57,58,64,56,9,960
40,0,1,0,0,1,0,1,56,48,52,59,56,51,3,0
78,0,0,0,0,0,0,0,43,39,38,32,47,39,3,0
23,0,0,0,0,1,0,0,59,54,48,58,55,55,7,0
1,1,0,0,1,0,0,0,54,48,52,54,62,68,1,1020
51,0,0,0,1,0,0,0,56,54,57,47,60,54,4,0
54,1,0,1,0,1,0,1,47,46,60,50,45,43,3,720
87,0,0,1,0,1,0,0,56,66,60,63,65,63,1,0
42,0,0,1,0,0,0,1,35,36,43,45,42,53,3,0
91,1,0,0,0,1,0,0,59,56,66,58,64,59,2,960
70,1,1,0,0,1,0,1,64,55,63,62,64,47,7,1090
15,0,0,0,0,0,0,1,56,60,63,60,64,54,2,0
66,1,0,1,1,0,1,1,46,39,41,46,44,45,3,580
41,0,0,1,0,1,0,0,44,42,43,42,53,67,7,0
28,0,0,0,0,1,0,1,42,54,39,54,55,60,1,0
16,0,0,0,0,1,0,1,48,54,48,47,49,51,1,0
97,1,0,0,0,1,0,0,64,58,56,63,65,51,2,1320
45,0,0,1,0,0,0,1,39,42,33,24,35,51,6,0
80,0,0,1,1,0,0,0,56,51,41,52,55,49,5,0
41,0,0,0,0,1,0,1,47,49,51,57,50,54,5,0
69,0,0,0,0,1,0,1,52,50,55,56,50,57,1,0
32,0,1,0,0,0,0,0,56,46,46,47,55,47,2,0
94,1,0,0,1,0,0,1,64,69,48,63,65,60,2,1180
96,0,0,0,0,0,2,1,64,69,48,57,67,52,3,0
91,1,0,1,0,1,0,1,61,69,65,63,65,50,2,1310
25,0,0,0,0,0,0,0,39,33,43,42,46,57,1,0
97,0,0,0,0,1,0,0,64,48,59,55,65,46,5,0
84,0,0,0,0,1,0,1,66,69,50,60,55,42,3,0
80,1,0,1,0,1,0,0,64,66,65,40,56,49,2,860
84,0,0,1,0,1,0,0,51,48,53,61,58,58,2,0
98,1,0,1,0,1,0,1,68,72,52,59,62,56,2,1230
10,1,0,0,0,0,0,0,54,57,28,32,37,42,0,610
72,0,1,0,1,0,0,0,45,44,46,55,65,46,5,0
99,1,0,0,0,1,0,0,66,66,64,60,65,66,2,1380
34,0,1,0,1,0,1,1,55,50,43,32,36,32,2,0
33,1,0,1,0,0,0,1,44,47,56,50,53,60,3,690
27,0,0,0,0,0,0,0,42,39,42,45,46,49,5,0
90,0,1,0,1,0,2,1,49,46,56,49,46,56,10,0
13,0,0,1,0,1,0,0,54,46,61,35,38,56,1,0
96,1,0,1,0,0,0,0,68,69,54,58,67,63,1,1350
84,1,0,1,0,1,0,1,71,66,66,62,64,58,4,1350
30,1,0,1,0,1,0,0,56,57,65,58,65,44,8,1090
62,1,1,0,1,0,1,1,52,49,34,54,43,52,5,730
49,0,0,0,0,0,0,1,44,51,37,59,51,41,0,0
75,1,0,1,0,0,0,0,57,54,46,60,67,55,3,1120
89,1,0,1,0,1,0,0,59,66,51,56,64,47,1,970
42,1,0,0,0,1,0,0,64,60,55,58,55,50,4,930
95,1,0,1,0,0,0,1,64,66,41,65,64,55,2,1130
40,0,1,0,1,0,0,1,46,39,58,55,49,64,2,0
80,1,0,1,0,1,0,1,44,63,64,61,60,66,7,950
78,0,1,0,1,0,0,1,45,47,66,61,53,56,6,0
46,0,0,0,0,0,0,0,37,39,66,35,47,45,1,0
18,0,0,1,0,1,0,0,61,72,63,58,65,60,2,0
51,0,0,0,0,0,0,1,44,45,41,57,59,57,2,0
58,0,1,0,1,0,1,1,39,39,43,34,40,32,7,0
23,1,1,0,1,0,1,0,39,43,46,42,53,46,1,760
86,0,0,1,0,1,0,1,49,63,60,57,55,59,2,0
39,0,0,0,1,0,0,0,64,66,65,59,65,49,4,0
16,0,0,0,0,0,0,0,37,48,50,49,47,38,4,0
43,1,1,0,1,0,0,0,49,51,46,57,62,67,1,850
74,0,0,0,1,0,0,1,46,66,65,56,47,56,6,0
26,0,0,0,0,0,1,1,46,42,48,51,46,64,0,0
72,1,0,1,0,1,0,1,64,69,46,63,62,53,2,1110
63,1,0,1,0,1,0,1,46,63,43,64,62,55,3,1040
92,1,0,1,0,1,0,0,56,51,35,47,62,42,2,1080
28,0,0,1,1,0,1,1,63,47,60,38,49,49,0,0
58,0,1,0,0,0,1,1,35,42,36,38,35,67,4,0
78,0,1,0,1,0,0,1,66,57,62,52,60,52,2,0
66,0,0,0,1,0,2,1,54,58,48,53,48,43,3,0
54,0,0,1,0,1,0,0,44,60,43,41,38,53,1,0
23,0,0,0,1,0,0,0,49,45,57,53,49,61,1,0
87,0,0,1,0,0,0,0,57,59,60,63,65,60,2,0
22,0,1,0,1,0,2,0,40,30,44,32,40,41,11,0
34,1,0,0,0,0,0,1,44,47,43,55,46,50,1,660
98,1,0,0,0,1,0,1,68,57,66,60,67,60,2,1170
74,0,0,0,0,1,0,0,51,63,52,47,46,49,4,0
31,0,1,0,0,0,0,1,51,60,50,65,40,46,4,0
97,0,0,1,0,0,0,1,59,72,59,60,62,56,0,0
62,0,0,1,1,0,0,0,61,57,66,57,60,53,2,0
77,1,0,0,1,0,0,0,61,69,52,59,64,57,1,990
53,1,0,0,0,0,0,0,64,60,49,58,60,48,2,1080
86,1,0,0,0,1,0,0,64,66,43,57,65,61,3,1250
93,0,1,0,1,0,2,1,46,45,63,53,53,42,3,0
28,0,0,1,0,1,0,1,56,49,55,57,61,65,1,0
45,0,1,0,1,0,0,0,44,37,38,40,51,36,1,0
38,0,0,0,0,0,0,1,51,48,57,61,46,50,1,0
19,0,0,0,0,1,0,1,32,39,44,55,35,49,4,0
49,0,0,1,0,0,1,1,42,38,37,35,38,40,2,0
42,0,0,0,0,1,0,0,42,42,42,51,40,53,1,0
43,0,0,0,0,0,0,0,43,45,54,43,47,44,1,0
49,0,0,1,0,0,0,0,49,48,62,49,53,47,3,0
95,1,0,1,1,0,0,1,64,66,45,64,62,51,3,1220
71,0,1,0,1,0,2,0,46,36,66,39,55,48,2,0
63,1,0,1,0,1,0,1,39,57,44,51,46,53,2,930
98,1,0,0,0,1,0,1,68,72,60,65,64,59,2,1500
71,0,0,0,0,1,0,1,49,42,65,45,42,50,4,0
84,0,0,1,0,0,0,0,66,60,55,64,64,64,1,0
50,0,1,0,0,1,0,1,37,45,56,39,44,46,2,0
58,0,0,1,0,1,0,0,61,48,50,53,62,63,1,0
56,0,0,1,1,0,0,0,54,51,66,53,67,41,1,0
72,1,0,1,0,1,0,1,49,60,57,61,51,67,4,830
56,0,1,0,1,0,0,0,39,42,43,49,38,55,4,0
94,1,0,0,0,1,0,1,66,66,54,62,67,56,2,1230
20,0,1,0,0,1,0,1,49,42,64,61,49,45,6,0
69,0,0,0,0,0,0,0,46,50,47,51,46,47,3,0
95,1,0,1,0,1,0,1,64,61,64,53,51,53,2,960
68,0,0,0,1,0,2,1,40,51,60,49,48,52,1,0
58,0,1,0,0,0,1,0,36,40,31,34,32,26,5,0
96,1,0,0,0,0,0,0,56,66,45,56,65,59,3,1100
31,0,0,0,0,0,0,1,42,34,44,56,49,50,3,0
95,1,0,0,0,1,0,0,61,69,54,65,67,50,1,1320
81,1,0,0,0,1,0,0,66,60,41,61,64,53,5,1100
59,0,0,1,0,1,0,0,46,60,60,42,44,52,2,0
61,0,0,0,0,0,0,0,50,41,49,52,58,50,4,0
38,1,0,1,0,0,1,1,42,43,34,52,49,36,4,640
79,1,0,1,0,0,0,0,64,66,53,60,62,43,4,1120
87,0,0,0,0,0,0,1,57,51,48,54,60,54,3,0
17,0,0,0,0,1,0,1,32,45,40,42,38,61,2,0
58,1,1,0,0,0,0,1,56,57,65,60,55,45,6,830
73,0,0,1,0,1,0,0,44,42,38,45,53,46,4,0
89,1,0,0,0,1,0,0,59,66,56,53,65,54,2,1170
93,1,0,0,0,1,0,0,54,60,43,61,62,54,2,940
51,0,1,0,1,0,0,0,46,48,56,55,53,56,0,0
87,1,0,1,0,1,0,0,61,61,59,54,62,52,1,1170
86,1,0,0,0,0,1,0,46,46,56,47,47,51,0,630
82,1,0,1,0,1,0,0,59,60,57,60,67,57,3,1250
51,0,0,0,1,0,0,0,49,46,49,59,65,41,4,0
56,1,0,1,0,1,0,1,51,57,52,63,60,55,0,1090
73,1,0,1,1,0,1,0,71,63,51,53,60,49,1,1120
87,1,0,0,0,1,0,1,66,63,61,63,60,58,3,1220
50,1,0,0,1,0,1,0,36,54,50,41,41,33,5,570
51,0,0,1,0,0,0,1,46,55,62,47,57,46,1,0
49,1,0,0,0,1,0,0,61,69,49,53,58,48,2,1140
99,1,0,1,0,0,0,1,71,66,63,61,67,54,1,1220
88,0,1,0,1,0,0,1,54,58,44,55,51,46,5,0
71,1,0,1,0,1,0,1,51,57,43,65,60,49,4,820
67,0,0,0,1,0,0,1,59,63,52,28,29,54,5,0
45,0,1,0,0,1,0,1,61,63,60,53,64,54,2,0
19,0,1,0,1,0,2,1,44,48,38,45,49,33,3,0
75,0,0,0,0,0,1,0,49,42,44,53,60,51,1,0
13,0,1,0,1,0,2,0,37,37,50,49,37,51,7,0
56,0,1,0,1,0,0,1,48,44,65,62,53,41,2,0
62,0,1,0,0,1,0,1,44,51,62,45,55,58,2,0
34,0,1,0,1,0,1,0,51,40,36,47,49,37,8,0
6,1,0,0,0,0,1,1,44,42,38,45,40,51,2,520
24,0,0,0,1,0,0,0,66,72,66,62,65,53,3,0
55,0,0,0,0,1,0,1,46,48,39,40,38,47,0,0
29,0,0,1,1,0,0,1,38,35,36,41,35,50,1,0
49,0,0,1,0,0,0,1,55,56,51,47,38,66,1,0
43,1,0,0,0,0,0,0,54,48,50,56,62,41,4,940
21,1,0,0,0,1,0,0,51,57,42,47,38,46,3,690
97,0,1,0,1,0,0,1,59,60,66,53,56,54,4,0
39,1,0,0,0,0,0,0,40,51,50,54,51,50,4,700
99,1,0,0,0,0,0,1,68,69,46,59,60,65,1,1290
91,1,0,0,0,0,0,1,61,61,55,57,53,48,3,940
82,1,0,1,0,1,0,0,64,63,42,57,62,50,3,1270
70,0,0,0,0,0,2,0,51,39,51,46,48,47,6,0
85,1,0,0,0,0,0,0,64,63,45,53,60,50,3,1050
32,0,0,1,1,0,0,0,54,45,49,48,46,49,1,0
42,0,0,0,0,1,0,0,51,66,48,53,55,56,1,0
52,0,0,0,0,1,0,1,56,57,38,51,48,43,3,0
99,1,0,0,0,1,0,1,68,69,66,63,65,68,5,1350
86,1,0,0,0,1,0,0,61,69,50,64,58,55,3,1150
83,0,0,0,0,0,1,1,32,39,36,36,37,53,5,0
66,1,0,0,1,0,0,0,62,59,53,64,57,56,2,990
76,0,1,0,1,0,2,1,44,45,66,44,49,52,5,0
74,1,0,0,0,1,0,1,59,63,50,59,55,51,2,920
88,0,0,1,1,0,0,0,66,63,55,59,60,50,1,0
25,0,0,1,0,0,0,0,59,58,66,64,58,59,1,0
19,0,1,0,1,0,1,1,29,30,32,34,34,37,9,0
67,1,0,0,0,1,0,1,56,57,66,62,60,58,3,980
99,1,1,0,1,0,0,1,66,57,62,62,62,55,2,1070
66,1,0,1,0,1,0,0,50,55,45,62,64,23,3,900
62,0,0,0,0,1,0,0,49,45,45,30,46,45,2,0
83,0,0,0,1,0,1,1,55,51,66,46,54,52,4,0
89,1,0,1,0,1,0,1,49,51,66,54,58,55,2,800
16,0,0,1,0,1,0,1,54,38,41,37,42,44,4,0
87,1,0,1,0,1,0,1,59,66,33,64,58,62,3,900
92,1,0,0,0,0,1,1,49,46,44,59,47,52,10,900
87,0,0,1,0,1,0,1,66,66,43,58,64,53,1,0
58,0,0,1,0,1,0,1,51,52,57,63,52,59,8,0
97,1,0,0,1,0,0,1,71,72,65,60,65,47,1,1120
19,1,0,1,0,1,0,1,39,39,46,39,35,46,3,540
93,1,0,0,1,0,0,1,64,48,43,60,60,54,1,1070
75,0,0,0,0,0,0,1,49,45,59,57,46,57,5,0
59,0,1,0,1,0,0,0,59,36,45,52,57,43,0,0
35,0,0,0,0,0,1,0,55,42,53,38,38,40,2,0
60,0,0,1,0,1,0,1,59,45,49,54,42,52,1,0
23,1,0,0,0,0,0,1,40,51,46,45,48,51,1,640
25,1,0,0,0,0,0,0,46,43,59,56,46,50,2,680
69,1,0,1,0,1,0,1,66,69,44,63,58,58,2,1050
22,0,0,0,0,0,0,1,46,48,44,61,44,48,1,0
23,0,0,0,1,0,0,1,32,34,36,38,31,46,2,0
70,0,1,0,1,0,2,1,37,36,50,24,33,23,11,0
54,1,0,0,1,0,0,0,61,57,57,58,64,61,2,1010
11,0,0,1,0,1,2,1,39,37,30,30,35,43,6,0
34,0,1,0,1,0,0,0,64,57,46,51,47,49,8,0
56,1,0,0,1,0,1,1,51,58,41,38,43,38,3,620
67,0,0,0,1,0,0,0,61,61,60,62,64,51,2,0
85,0,1,0,1,0,0,1,59,69,53,59,55,51,3,0
55,1,0,0,1,0,0,0,56,54,53,53,64,49,2,940
70,0,0,0,1,0,0,1,59,66,60,59,57,56,5,0
60,1,0,0,1,0,0,0,54,63,46,57,44,53,3,710
28,0,0,1,0,0,0,0,43,52,43,49,47,49,1,0
91,1,0,0,0,1,0,0,56,57,66,65,62,56,2,1060
64,1,0,0,0,1,0,1,51,48,59,54,50,47,2,670
98,1,0,1,0,1,0,1,59,60,66,65,60,62,3,950
48,0,0,0,0,0,0,0,46,51,38,55,60,48,3,0
58,0,0,1,0,1,0,0,64,57,64,62,64,40,3,0
81,0,0,1,0,1,0,0,64,57,55,55,62,55,1,0
37,0,0,1,0,1,0,0,59,66,66,60,64,49,5,0
96,0,0,1,0,1,0,1,61,60,57,60,58,48,3,0
23,0,0,1,1,0,0,0,54,54,43,42,46,44,1,0
35,0,1,0,0,0,0,1,57,48,47,57,55,54,4,0
25,0,0,0,0,0,0,1,44,48,34,42,33,51,0,0
76,0,0,1,0,1,0,0,59,60,60,47,58,47,2,0
39,0,0,0,0,0,0,0,59,42,55,51,51,63,6,0
7,0,0,0,0,0,0,0,27,45,37,35,47,41,5,0
44,0,0,0,0,0,0,0,49,55,49,54,55,49,3,0
12,0,0,0,0,0,0,0,46,45,41,39,38,57,4,0
82,0,0,0,0,0,0,0,66,61,66,60,64,72,3,0
63,1,0,0,0,1,0,0,55,58,59,51,67,52,2,920
44,0,1,0,1,0,0,0,44,39,43,54,53,49,3,0
95,0,0,0,1,0,1,1,44,42,65,32,40,37,7,0
21,0,0,0,0,0,0,0,51,45,51,51,49,45,6,0
85,1,0,1,0,0,0,1,61,58,57,61,62,77,2,1070
14,0,0,0,0,0,0,0,46,43,66,53,58,50,2,0
89,1,0,0,0,0,0,0,49,42,54,57,62,50,2,760
45,0,1,0,1,0,2,1,38,41,50,42,38,61,3,0
81,1,0,0,0,0,0,0,66,48,65,59,67,63,7,1220
60,1,0,0,1,0,0,0,49,51,62,45,60,40,1,840
90,1,1,0,1,0,0,1,66,57,50,58,46,46,1,940
11,0,1,0,1,0,1,0,39,37,51,41,37,41,2,0
47,1,1,0,1,0,1,0,38,45,54,57,39,48,3,540
97,0,0,0,0,1,1,1,61,58,62,59,55,65,2,0
2,0,0,0,0,0,0,0,51,57,31,43,51,41,1,0
67,0,0,0,0,1,0,1,54,45,56,53,55,51,2,0
72,0,1,0,0,1,0,1,44,49,61,45,33,53,7,0
61,0,0,1,1,0,0,1,61,63,48,62,56,53,2,0
85,0,0,1,0,1,0,0,61,53,55,62,65,47,4,0
60,0,0,0,1,0,0,0,38,54,55,45,47,51,1,0
87,1,0,1,0,1,0,0,59,63,60,57,67,53,2,1310
90,1,0,0,0,1,0,1,66,50,65,58,55,47,4,1000
58,0,1,0,0,0,2,1,43,42,48,49,45,67,4,0
44,0,0,1,0,1,0,1,54,60,35,49,51,43,2,0
39,1,1,0,0,1,0,0,54,60,53,64,64,55,3,940
1,0,0,0,1,0,0,0,44,39,52,47,37,42,3,0
9,0,0,0,0,1,0,1,34,36,38,36,42,31,0,0
77,0,1,0,1,0,2,0,59,57,54,43,55,53,4,0
83,1,0,0,0,1,0,0,66,63,60,62,62,62,2,1110
76,0,0,1,0,0,0,1,64,66,61,57,58,60,3,0
58,0,0,0,0,0,0,0,54,39,44,58,59,52,1,0
92,0,0,1,0,1,0,0,54,66,49,63,65,48,8,0
54,0,0,0,0,0,0,1,39,36,57,40,44,53,2,0
72,0,1,0,1,0,1,0,37,39,44,28,35,38,5,0
74,0,1,0,1,0,0,1,61,69,48,59,58,51,1,0
14,0,1,0,0,0,1,0,40,29,39,26,36,41,2,0
84,0,1,0,0,0,0,1,56,45,65,54,58,92,1,0
91,0,0,0,0,0,0,1,56,63,55,60,65,48,1,0
46,1,0,0,0,1,0,0,64,45,61,58,60,23,3,840
55,0,0,0,1,0,0,1,54,42,65,59,47,53,3,0
28,0,1,0,1,0,0,1,43,51,45,49,53,49,0,0
86,0,1,0,0,1,0,1,47,50,58,47,56,51,1,0
54,0,1,0,1,0,2,0,37,40,42,47,45,41,5,0
72,1,0,1,0,1,0,1,49,47,65,59,60,60,5,840
79,1,0,0,0,0,0,1,56,57,59,59,55,63,2,830
90,1,0,0,0,1,0,1,64,52,66,52,62,55,3,1040
77,1,0,1,0,1,0,1,54,63,62,55,60,59,2,1170
79,0,1,0,0,0,0,1,46,48,33,45,38,48,3,0
97,0,0,0,0,1,0,1,64,63,66,59,62,66,2,0
93,0,0,0,0,1,0,1,62,72,59,52,54,58,2,0
53,0,0,0,0,1,0,1,39,48,50,51,47,91,2,0
55,0,1,0,0,0,0,0,52,46,58,54,58,50,4,0
72,1,0,0,0,1,0,0,59,63,60,52,60,55,1,1010
77,0,0,0,0,1,0,1,59,63,49,54,52,45,2,0
17,0,0,0,1,0,0,1,44,39,36,41,47,38,1,0
20,0,0,0,0,1,0,0,49,39,48,40,38,42,2,0
1,0,0,0,1,0,0,0,44,57,39,53,35,23,5,0
13,0,0,0,0,0,0,0,54,60,51,37,46,45,0,0
31,0,1,0,1,0,2,1,38,43,43,46,41,42,4,0
47,0,0,0,0,1,0,1,54,54,64,57,56,59,1,0
68,0,1,0,1,0,0,0,49,45,42,52,62,51,5,0
55,0,0,1,1,0,0,0,59,57,47,54,56,57,0,0
99,1,0,1,1,0,0,1,64,63,66,61,51,60,1,980
94,0,0,1,0,1,0,1,61,66,50,63,64,56,4,0
7,0,0,1,0,1,1,0,32,39,36,26,28,22,2,0
91,1,0,0,1,0,1,0,61,52,41,51,55,58,3,820
46,0,0,1,0,1,1,1,57,48,57,59,62,57,1,0
42,0,1,0,1,0,0,0,34,48,43,24,40,33,9,0
96,0,0,1,0,1,0,1,61,57,47,58,47,55,4,0
74,0,1,0,1,0,0,0,52,55,53,49,51,39,3,0
56,0,0,0,1,0,2,0,42,51,64,52,46,54,6,0
33,0,1,0,0,1,1,0,36,40,66,41,58,43,8,0
48,0,0,1,0,1,0,0,53,62,42,35,64,36,7,0
13,0,1,0,1,0,0,1,42,43,60,51,36,46,5,0
36,1,1,0,0,1,2,1,49,60,40,45,46,36,2,710
27,1,0,1,0,1,0,1,46,52,60,49,46,54,2,790
81,0,0,1,0,1,0,0,51,57,66,54,60,51,2,0
58,0,1,0,1,0,0,1,46,39,58,57,42,52,2,0
23,0,1,0,1,0,0,0,56,69,46,56,51,48,7,0
84,1,0,1,0,1,0,1,54,51,64,59,60,55,2,900
38,0,0,1,1,0,0,1,44,42,54,52,42,47,6,0
74,1,0,0,0,0,0,1,54,48,64,62,44,51,2,555
45,0,0,0,0,0,0,0,39,42,42,49,46,49,4,0
60,1,1,0,1,0,3,1,42,46,41,45,41,50,5,700
80,1,0,1,1,0,0,0,64,69,56,59,65,49,3,1230
17,0,0,0,0,1,0,0,49,57,60,43,40,48,3,0
50,0,0,0,0,0,0,1,38,45,34,61,49,46,5,0
70,0,0,0,1,0,0,1,51,48,41,46,51,57,2,0
30,0,0,1,0,1,0,1,59,54,61,55,46,57,3,0
87,0,0,0,1,0,0,0,54,69,44,36,58,57,2,0
93,1,0,0,0,1,0,0,68,72,49,65,67,73,1,1490
71,1,0,0,1,0,0,0,64,52,66,58,67,57,6,900
59,0,1,0,1,0,2,1,29,42,38,45,40,46,7,0
57,0,0,0,0,0,2,0,56,42,61,39,51,59,3,0
7,0,0,0,0,0,0,0,32,45,46,50,46,46,2,0
63,0,1,0,0,1,2,0,51,45,40,40,45,46,8,0
